venue_id,name
1217,Delaware Genealogical Society
1218,Viglantes Band
1219,Cornerstone Church - Bear
1220,Wilmington Youth Jazz Band
1221,AIDS Delaware
1222,Parke Green Galleries
1223,There 2 Care
1224,Cinema Art Theater
1225,Delaware Division of Human Relations
1227,Irish Eyes Restaurant and Pub
1228,The Broadkill River Press
1230,St. Andrew's Lutheran Church
1231,Arden Group Motion
1232,Gymboree Play & Music
1233,Kemblesville United Methodist Church
1234,Avon Grove Community Theater
1235,Greenhill Imaging
1236,Wright Touch Writers' Group
1237,Avon Grove Library
1240,The Inspire Lot
1241,Sankofa Cultural Arts Center
1242,DANCE4LIFE School of the Arts and Training Institute
1243,Richardson Park Elementary School
1244,Broadkill Beach
1246,Tango Lewes
1249,"Doubletree by Hilton, Wilmington"
1250,Carpenter Recreation Area - White Clay Creek State Park
1251,Hartly (Town of)
1252,Middletown Senior Center (MOT)
1253,Holly Branch National League of American Pen Women
1254,The Ministry of Caring
1255,OperaDelaware Studio
1256,Hockessin Athletic Club
1257,Children & Families First
1258,St. George's Chapel
1259,Talley Middle School
1260,Presbyterian Church of the Covenant
1261,Sherry Gage Chappelle
1262,SMArtSummer
1263,Claymont Community Center
1264,Saint George's Country Store
1265,Burlap and Bean
1266,Back Creek Golf Club
1267,Wye River Upper School
1268,Wilmington (city of)
1269,BBC Tavern and Grill
1270,Peoples Settlement Association
1271,Emmanuel Presbyterian Church
1272,"First Baptist Church of Delaware, New Castle"
1273,Creative District Wilmington
1274,Wilmington Concert Opera
1275,"Painting with a Twist, Lewes"
1276,SouthBound Comedy
1277,Cornerstone Fellowship Baptist Church - Wilmington
1278,"Painting with a Twist, Wilmington"
1279,"West End Neighborhood House, Inc."
1280,"C.E.R.T.S., Inc."
1281,The Clayton Theatre
1282,Good Earth Market
1283,Groome United Methodist Church
1284,Hanover Presbyterian Church
1285,Holy Angels School
1286,Painted Stave Distilling
1287,Dew Point Brewing Company
1288,Jewish Federation of Delaware
1289,Milford Museum
1290,Delaware Writers Studio
1293,"University of Delaware, Louis L. Redding Residence Hall"
1294,KP Dance Expressions
1295,Delaware Wild Lands
1296,Friends of Wilmington Parks
1297,MoonCat Comedy
1299,Elkton United Methodist Church
1300,Ebenezer United Methodist Church
1301,Connections CSP Inc.
1302,Bottle & Cork
1303,Hudson Fields
1304,Casino at Delaware Park
1305,Avocado Media LLC
1307,Taylor House Museum
1308,Bar XIII
1309,Delaware Medical Reserve Corps
1310,The Broadway Theatre of Pitman
1311,Bethany Beach Ocean Suites
1312,Friends of Kent County Public Library
1313,The Waterfall
1314,Downtown Berlin
1315,Melodic Movements
1316,Lee Brandon Christopher Studio
1318,Central Delaware Civil War Roundtable
1319,Kent Chamber Choir
1320,Milton Workshop
1321,Mispillion Art League Education Annex
1322,"Beat Addikts United, Incorporated"
1323,Ezion-Mount Carmel United Methodist Church
1325,Afro-American Historical Society of Delaware
1326,African-American Heritage Center
1327,Milford High School
1328,Pemberton Historical Park
1330,Barratt's Chapel
1331,Schwartz Center for the Arts
1332,Delaware Playwrights
1333,Studio of Nettie Green
1334,Mary Mother of Peace Catholic Church
1336,Horizon Services Riverfront Rink
1337,"United Cerebal Palsy of Delaware, Inc."
1338,Harry's Savoy Grill and Ballroom
1339,Lead Graffiti
1340,Francis X. Norton Center
1341,Daily State News
1342,Liquid Alchemy
1343,3rd Place Gallery
1344,Foot Light Productions
1345,Cecil Con
1346,Goshen United Methodist Church
1347,Student Disabilities Advocate
1348,2x4s Square Dance Club
1349,Route 9 Library & Innovation Center
1351,Blue Crab Grill
1352,Kingswood Community Center
1353,Port Penn Historical Society
1354,Sussex County Stamp Club
1355,Sunroom Songwriter's Series House Concerts
1357,Roman Fisher Farm at Great Cypress Swamp
1358,Mad Poets Society
1359,Dewey Artist Collaboration
1360,Quaker Hill Historic Preservation Foundation
1361,Duck Creek Gardeners
1363,The Rock Lot
1364,Griffin Theatre
1365,Holts Landing State Park
1366,Rehoboth Beach Contra Dance
1367,Community Arts Center
1368,Buckingham Presbyterian Church
1369,All Hallows Episcopal Church
1371,Devil's Party Press
1372,The Suburban Farmhouse
1373,Fort DuPont Redevelopment
1375,Atlantic Visual Arts
1376,Chad State Studio
1377,Georgetown Presybterian Church
1378,Episcopal Church of St. John the Baptist
1379,ARIANNA Alliance
1380,Rehoboth Beach Volunteer Fire House
1381,Salisbury University
1382,Empower and Educate
1383,Historic Belmont Hall
1384,Greenbank Mills and Phillips Farm
1385,Delaware Saengerbund
1386,Women's Club of Milton
1387,Pencader Heritage Museum
1388,The Art & Book Fair Planning Committee
1389,Oberod Estate
1390,"City Hall, Dover"
1391,"Cathedral Church of St. John, Wilmington"
1392,Ascend Flow Arts
1393,CAMP Rehoboth Chorus
1394,Appoquinimink Community Recreation Center
1395,Wilmington Brew Works
1396,"Dover High School, Theatre"
1397,Lower Delaware Dance Society
1399,Minquadale Fire Company Memorial Hall
1400,St. Jude Parish Life Center
1401,Urban Sketchers Delaware
1402,Market Place Gallery
1403,Delaware Fun A Day
1404,Delaware Beach Classical
1405,Dogfish Head Craft Brewery
1406,Milton Farmers' Market
1407,Sussex Academy
1408,Rehoboth Beach Bandstand
1409,Solid Rock Outreach Center
1410,Tyler Arboretum
1411,Milton Chamber of Commerce
1412,Children's Dental Health
1414,House of Coffi
1415,Brimming Horn Meadery
1416,Bethany Beach Books
1417,B&B Music and Sound
1418,The Rockshop Performing Arts Center
1419,Main Street (Dover)
1420,Delmarva Christian High School
1421,The Bookplate
1422,Mispillion River Brewing
1423,Marshall Bridge Studio
1424,Love Creek Elementary School
1426,Seaford Senior High School
1427,Red Bandana
1428,Chambers Memorial  Hall
1429,Humane Animal Partners Delaware
1430,The Creative Vision Factory
1431,Rehoboth Beach Jazz Festival
1432,IHOP
1433,Rose Hill Farm
1435,Rehoboth Beach City Hall
1439,Trinity Episcopal Church (Swarthmore)
1441,New Castle County Libraries
1442,Saint Thomas More Academy
1444,St. Thomas More Society
1447,Mystery Writers of America
1448,New Light Theatre
1449,"University of Delaware, Special Collections Gallery"
1450,The Sold Firm
1451,Conley's United Methodist Church
1452,"Brew Ha Ha, Greenville"
1453,Act Players
1454,NextFab
1455,Delaware Winds
1456,The Riff Literary Art Magazine
1457,Penn Cinema Riverfront
1458,"Grace United Methodist Church, Millsboro"
1459,Long Neck United Methodist Church
1460,"Westminster Presbyterian Church, Rehoboth"
1461,Lewes Loves Books
1462,History Book Festival
1464,First Presbyterian Church of Milford
1466,Mid-Atlantic Association of Museums
1467,Out & About Magazine
1469,Agora Gallery
1470,United States Army Field Band
1471,"Herman W. Holloway, Sr. Park"
1472,Haynes Park
1473,LaFate Gallery
1474,Milk + Honey Cafe and Gallery
1475,"F-ervescent Productions, LLC"
1476,Wilmington Drama League
1478,Frawley Stadium
1479,Wilmington Blue Rocks
1480,Springfield Hyundai
1481,Thousand Acre Farm
1482,Newark's 250th Anniversary Print
1485,Newark Rail Bridge Abutment Murals
1486,Edgar Allan Poe Mural
1487,Low-Wall Mural
1488,Untitled Mural of Skateboarder
1490,Mary
1492,First mural on the side of Subway
1493,Concrete Oasis
1494,Newark is BEEutiful
1496,Square Tile Mosaic
1497,The Wall
1498,Newark Community Bulletin Board
1499,Ryan Elliot Bell Memorial Bench
1500,Wonderland Records
1502,Molecule
1504,Mural on Jerry's Artarama
1507,Grow Old Along With Me
1508,The Student
1509,Welcome to Newark Rail Bridge Mural
1510,Laugh
1511,What Does Community Mean to You?
1512,Second mural on the side of Subway
1513,Totem
1514,Three Moons
1515,The Ribbon
1516,Newark's Community Day
1517,Archie H Roy
1518,Newark: A Cityscape
1519,Newark and God
1520,Newark and Energy
1521,Chemours Molecule
1522,Del Hispano Magazine
1523,Children's Beach House
1524,Bellevue Community Center
1525,Cancer Support Community Delaware
1526,Sweet Relief Musicians Fund
1527,Pencader Flute Duo
1528,"Atelier Fine Art Services, LLC"
1529,"University of Delaware, Biden Institute"
1530,Diamond Swing Jazz
1532,Paint Plant Create
1533,ArtzScape by Lady C Productions
1534,"City of Lewes Parks and Marina - Lewes, DE"
1535,Delaware Small Business Chamber
1537,Dramatists Guild of America: DG Footlights
1538,Mispillion Performance Series
1539,House Lights
1541,Loblolly Acres
1542,Developing Artist Collaboration
1543,The Anchor Coffee House
1544,"House of Laffs, LLC"
1545,Art Star
1546,Serafin Ensemble
1547,The Mill
1549,CAMP Rehoboth Theatre
1550,Salted Vines Vineyard & Winery
1551,Lazy L Bed & Breakfast at Willow Creek
1552,Encore Creativity for Older Adults
1553,Quartet
1556,Bear Man Comics
1557,Talbot County Garden Club
1558,Merriam Theater
1559,Cookie's Paper Petals
1560,Walnut Street YMCA
1561,Easterseals Camp Fairlee
1562,Talbot Historical Society
1565,The Lewes African American Heritage Commission
1566,Tri-State Bird Rescue & Research
1567,Jester Artspace
1568,The Pines
1569,Mid-Atlantic Symphony Orchestra
1570,Tango Prohibido-Delaware Argentine Tango Community
1571,Ballet Theatre of Dover
1572,The In-Studio Theatre
1573,Atonement Methodist Church
1574,Delaware Shoppes
1575,Shore Jazz
1577,E.O. Bull Center for the Arts
1578,Salute to Cecil County Veterans
1579,Elkton Community Kitchen
1581,Take the Lead Dance Studio
1582,Town of Bowers
1583,"STVC,Inc./The Academy for Peace"
1584,Kruse Park and Playground
1585,Port Penn Interpretive Center
1586,Milford Public Library
1587,Urban Artist Exchange
1588,Union Park Gardens
1589,Tilton Park
1591,Milford Wellness Village
1592,The Light Entertainment
1594,Travel Guide Vending LLC
1595,The Queen
1596,Oasis Church of Delaware
1597,Tango by the Beach
1598,Plastic Free Delaware
1599,G & R Campground
1600,DuBarry Assembly
1601,Music Together Presto
1602,St. David's Episcopal Church
1603,UUSD
1604,St. Paul's United Methodist Church
1605,Roberta Tucci Studio
1608,Asbury United Methodist Church
1609,Governor's Advisory Council for Exceptional Citizens (GACEC)
1610,SODELO (SOUTHERN DELAWARE ORCHESTRA)
1611,Thompson Island Brewery
1612,DigiMarCon South Atlantic
1614,Linguistica Bilingual Speech Clinic LLC
1615,Brandywine Hundred Library
1616,Cabernet Candles
1617,Women Supporting Women
1618,Oxford Arts Alliance
1621,The Screening Room at 1313
1622,"Fort MIles Museum, Inc"
1624,UD Center for Black Culture
1626,Bellanca Airfield Museum
1627,Gods Power and Light
1628,"Dover Motorsports, Inc."
1629,Morahan Arts and Media
1630,Exceptional Care for Children
1631,Mo'zArt Gallery and Studio
1632,Kent County Parks and Recreation
1633,The Comic Book Artists and Creators of Delaware
1634,Jane and Littleton Mitchell Center for African American Heritage
1638,Damon Pla Fine Arts Studio & Gallery
1639,Kent County Public Library
1640,Elkton Music Hall
1641,Wilmington DE Civil War Round Table
1642,Camden Fireworks
1643,Spektrum Dance Division and Nye Gyame
1644,Main Street Delaware City Inc
1645,BlueBallRoom Dance Studio
1646,Urban Artist Exchange Amphitheater
1647,Nassau Valley Vineyards
1648,Le Cavalier at the Green Room
1649,Silverside Church
1650,Creative Coastal Connections Corp
1651,Volunteer Brewing Company
1653,Crooked Hammock - Lewes
1654,Caribbean Culture Awareness Inc
1656,Heidi Lowe Gallery
1657,The Delaware White-line Woodcut Guild
1658,Go Ape USA
1659,Delaware Prosperity Partnership
1662,Huxley & Hiro Booksellers
1663,Her Tyme 20xx
1664,Double D Taphouse
1665,Church on Main
1666,Blue Streak Gallery
1667,Craft + Mercantile
1668,First State Dance Academy
1670,YMCA of Delaware
1672,Draytons Arts
1673,Dover Motor Speedway
1674,Elevate Vocal Arts
1676,Literacy Delaware
1677,Bellefonte Arts
1679,Hotel Du Pont
1680,Lewes Senior Activity Center
1681,Peace Love Joye Events & Marketing
1682,Uptown Knauer Performing Arts Center
1683,New Life Christian Center International Inc.
1684,Wine School of Philadelphia
1685,St. Mary Anne's Episcopal Church
1686,Bethuel SDA Church
1687,Dewey Beer Co.
1689,Kirkwood Library
1690,Delaware Veterans Post 2
1691,Wayne Art Center
1692,University of Delaware Botanic Gardens
1694,"Esperanza, Inc."
1695,Bally's Dover Casino Resort
1696,Historic Odessa Foundation
1697,Old Swedes Historic Site
1698,David's Studio and Gallery Salon
1699,FAUCC - Friends of the African Union Church Cemetery
1700,"Catalyst For Change, Inc./Girls With Pearls"
1701,Honey Bee Barn at Hopkins Heartland
1702,Millville Boardwalk
1706,Historic Village in Ocean View
1707,Windish Entertainment
1708,Town of Bridgeville
1709,American Friends of Lafayette
1710,45's Forvever
1711,Dover Mall
1713,Robert Price Community Center
1714,The Listening Booth
1716,The Heart To Heart Healing Arts
1718,Central Delaware Civil War Round Table
1720,The Chancery Market Food Hall & Bar
1721,HOY en Delaware
1722,Newlin Grist Mill
1723,Serviam Girls Academy
1724,Claymont Historical Society
1725,St. Barnabas Episcopal Church
1726,Mt. Salem United Methodist Church
1727,Delaware Center for Dance
1728,The Artpothecary by DAC
1729,Brantwyn Estate
1730,Reed's Refuge Center
1731,Belmont Hall
1732,New Life
1733,The Delaware Renaissance Faire
1734,Kreators Mill
1735,Goldey-Beacom College
1737,Paul Kares: The Room at Cedar Grove
1738,"Tri-County Concerts Association, Inc."
1739,Ursuline Academy
1740,William Penn High School
1741,"Culture Restoration Project, Inc."
1742,Shellcrest Swim Club
1743,Belvedere Fire Company Memorial Hall
1744,Police Athletic League Of Wilmington
1745,Shine A Light On Stroke
1746,University of Delaware | BA in Dance and Dance Minor
1747,I AM ART N MOTION
1748,The Venue and The Venue 2.0
1749,The Mainstay
1750,Shorebreak Lodge
1751,WMIC Studios and Sing City Karaoke
1752,"RICHARD ALLEN COALITION, INC"
1753,Dover Middle School
1754,Dimitra Yoga
1755,Scout Cafe
1756,Bethany-Fenwick Area Chamber of Commerce and The Quiet Resorts
1757,The Wildset Hotel
1758,The Arts & Crafts Gild at The Arden Club
1759,Lewes (City of)
1760,Brandywine River Restoration Trust
1761,"Delaware Department of Labor, Division of Industrial Affairs"
1762,God's Power and Light Company
1763,Dogfish Head Chesapeake & Maine
1764,The Little Treasure Shoppe
1765,2nd Saturday Poets
1766,Echoes & Footprints
1767,Drama Kids
1768,Cherry Street Pier
1769,Marian Coffin Gardens at Gibraltar
1772,St. Peter's Episcopal Church
1773,The Benedictine School
1774,Friends of Fort DuPont
1775,New Lease Entertainment LLC
1776,Brandywine Brasserie
1777,"Epitome of Soul, Inc."
1778,St. Martha's Episcopal Church
1779,NAMI Delaware (National Alliance on Mental Illness of Delaware)
1780,MavenTheUSA
1781,Bartol Foundation
1782,Bridge Art Gallery
1783,Kennett Collaborative
1785,8 Souls Publishing
1786,3 Palms Zoo & Education Center
1787,Music Together Presto
1788,3G Management and Entertainment
1789,Barnstormers Theater
1790,The Delaware Renaissance Faire LLC
1791,"Tri-County Concerts Association, Inc."
1792,"Fourth of July Celebration Committee, Inc."
1793,Claymont Elementary School
1794,Garfield Park Community Rec Center
1795,Whitehall Recreation Center
1796,Face the Facts
1797,Newport Rowing Club
1798,Time to Leap Dance Center
1799,Lazy Mary Productions
1800,Alfred G Waters Middle School
1802,Saint Marks High School- Theatre Department
1803,"Encore Creativity of Wilmington, DE"
1804,Bousquet Arts & Music
1805,Hunterdon Art Museum
1806,Concord Presbyterian Church
1807,Harrington Moose Lodge
1808,Progressive Acoustics
1809,The Otello Meucci Performing Arts Center at Newark Charter School
1811,Resolution Steel Orchestra Inc.
1813,Second Ventures LLC
1814,Queenie's Curio
1815,"Frantic Music Project, Inc."
1816,Ingleside Homes Inc.
1817,The Granary
1818,Legislative Hall
1819,University of Delaware School of Music
1820,Harrington Senior Center
1822,Luther Towers of Dover
1823,Osher Lifelong Learning Institute-OLLI
1824,Progressive Acoustic Concerts
1825,Drawing Rooms
1826,The Schwartz Center for the Arts
1827,Laurel High School
1829,Living Mingle
1830,Brandywine Photo Collective
1831,Life Lyrics Entertainment
1832,Delaware Chapter of the American Guild of Organists
1833,Lewes Art Gallery
1834,Whitten's Fine Jewelry
1835,Kent County Levy Court
1836,Nuestras Raices Inc
1837,Mt.Cuba Center
1838,Bridge Art Gallery
1839,West Side Creative Hub
1840,Cambria Hotel
1841,"Delaware Poets, Inc."
1842,Blue Star Museums
1844,Delaware Botanic Gardens
1845,Frank Stephens Memorial Theater
1847,New Destiny Fellowship Church
1849,The Station Gallery Greenville
1850,Impact Life Wilmington and Newark Recovery Cafe
1851,CSC Station
1852,Salem Community College Glass Center
1853,The Teen Warehouse
